Index,Method,Sheet_ID,Date,Date_survey_started,Start Time,End Time,Start GPS Name,End GPS Name,Start Y,Start X,Start Temp (c),,End Y,End X,End Temp (c),Observers,Scribe,Survey,Number,No,Time,Species,Y,Y_old,X,X_old,SVL_mm,Color,Nuptial_Pads,gravid,STAGE,Use_for_size,Mass,Disposition,Microhabitat,Habitat_type,Burrow(Y/N),Burrow_Depth,GPS Waypoint,COMMENTS,Time to process,Toads Missed,QC
876,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,876,51,-,SCHO,4118790,,364474,,44.4,DY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
914,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,-,,9,914,16,-,SCHO,4119212,,364520,,44.6,GY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
1628,RoadVES,SCTR-17-May-2017-01,17-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,27,2302,SCHO,4118423,,365794,,44.6,GY,N,Y,F,,,,,,,,,,,,
1803,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,30,2235,SCHO,4118605,,364308,,44.6,DY,N,Y,F,,,,,,,,1022,,,,
1736,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,59,2346,SCHO,4118404,,366318,,44.7,GY,N,Y,F,,,,,,,,952,,,,
1773,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,96,121,SCHO,4118398,,365995,366995,44.8,Y,N,Y,F,,,,,,,,992,,,,
1816,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,43,2300,SCHO,4118754,,364412,,44.8,GY,N,Y,F,,,,,,,,1035,,,,
1086,RoadVES,SCTR-11-MAY-2017-02,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,63,2322,SCHO,4118475,,364670,,44.9,GY,N,Y,F,,,,,,,,,,,,
1440,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,20,2146,SCHO,4119870,,364204,,44.9,GY,N,Y,F,,,,,,,,,,,,
980,RoadVES,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,-,-,-,-,4119769,364520,-,,412000,364110,-,,,10,980,35,-,SCHO,4119992,,364127,,45,GY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
1703,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,26,2249,SCHO,4118440,,366396,,45,DY,N,Y,F,,,,,,,,917,,,,
1714,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,37,2310,SCHO,4118408,,366358,,45.1,DY,N,Y,F,,,,,,,,930,,,,
1778,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,5,2116,SCHO,4119267,,364566,,45.1,DY,N,Y,F,,,,,,,,997,,,,
1824,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,51,2316,SCHO,4118807,,364473,,45.1,DY,N,Y,F,,,,,,,,1043,,,,
1920,RoadVES,SCTR-18-MAY-2017-04,19-May-17,18-May-17,,,,,,,,,,,,,,5,,57,19,SCHO,4120124,,363971,,45.1,GY,N,Y,F,,,,,,,,,,,,
1653,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,52,25,SCHO,4118440,4418440,365657,,45.2,GY,N,Y,F,,,,,,,,,,,,
739,RoadVES,SCTR-11-MAY-2016-01,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,739,14,135,SCHO,4118542,,364209,,45.3,DY,N,Y,F,,-,-,Grass,-,N,,-,,0:38,0,
844,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,844,19,-,SCHO,4118650,,364297,,45.3,DY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
917,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,-,,9,917,19,-,SCHO,4119195,,364508,,45.3,GY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
1025,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,2,2109,SCHO,4118577,,364297,,45.3,GY,N,Y,F,,,,,,,,,,,,
1731,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,54,2335,SCHO,4118391,,366327,,45.3,DY,N,Y,F,,,,,,,,947,,,,
1987,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,47,2145,SCHO,4118981,,367367,,45.3,DY,N,Y,F,,,,,,,,,,,,
1171,RoadVES,SCTR-11-MAY-2017-04,11-May-17,11-May-17,,,,,,,,,,,,HM,RH,1,,57,2353,SCHO,4118421,,364764,,45.5,GY,N,Y,F,,,,,,,,GPS 5 - 659,,,,
1514,RoadVES,SCTR-16-MAY-2017-02,17-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,94,109,SCHO,4119688,4120688,364739,,45.5,G,N,Y,F,,,,,,,,,,,,
1776,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,3,2109,SCHO,4119306,,364642,,45.5,GY,N,Y,F,,,,,,,,995,,,,
469,RoadVES,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,469,4,-,SCHO,4118392,,365838,,45.6,GY,N,Y,F,,-,A,L.L.,-,N,,#023/8,,,,
992,RoadVES,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,,,,,,,,,,,,,,11,992,11,-,SCHO,4120417,,363844,,45.6,DY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
1417,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,27,2328,SCHO,4120340,,363890,,45.6,GY,N,Y,F,,,,,,,,,,,,
1739,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,62,2349,SCHO,4118369,,366312,,45.6,DY,N,Y,F,,,,,,,,955,,,,
533,RoadVES,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,533,68,1:11,SCHO,4118475,,366434,,45.7,G,N,Y,F,,-,A,L.L.,-,N,,#144/5,,,,
537,RoadVES,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,537,72,1:15,SCHO,4118473,,366438,,45.8,G,N,Y,F,,-,A,L.L.,-,N,,#145/5,,,,
1186,RoadVES,SCTR-11-MAY-2017-04,12-May-17,11-May-17,,,,,,,,,,,,HM,RH,1,,72,18,SCHO,4118440,,364867,,45.8,GY,N,Y,F,,,,,,,,GPS 5 - 674,,,,
1499,RoadVES,SCTR-16-MAY-2017-02,17-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,79,11,SCHO,4120160,,364848,,45.8,GY,N,Y,F,,,,,,,,,,,,
757,RoadVES,SCTR-11-MAY-2016-02,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,757,32,206,SCHO,4118513,,364169,,45.9,GY,N,Y,F,,-,-,L.L.,-,N,,-,,-,-,
847,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,847,22,-,SCHO,4118696,,364347,,45.9,GY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
880,RoadVES,SCTR-01-JUL-2016-01,1-Jul-16,1-Jul-16,22:10,23:15,-,-,4118810,364446,23.7,,4119236,364565,-,"KN, ADS, LT",,8,880,1,-,SCHO,4118847,,364408,,45.9,DY,N,Y,F,,11.2,OK,L.L.,-,N,,-,,,,
1792,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,19,2159,SCHO,4119071,,364465,,45.9,GY,N,Y,F,,,,,,,,1011,,,,
2234,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,296,110,SCHO,4120836,,363735,,45.9,GY,N,Y,F,,,,,,,,1220,,,,
877,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,877,52,-,SCHO,4118815,,364471,,46,DY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
1324,RoadVES,SCTR-14-MAY-2017-04,14-May-17,14-May-17,,,,,,,,,,,,,,2,,20,2210,SCHO,4120357,,365820,,46,DY,N,Y,F,,,,,,,,GPS 5 - 732,,,,
677,RoadVES,SCTR-09-MAY-2016-01,10-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,677,119,15,SCHO,4118456,,364467,,46.1,DY,N,Y,F,,12.6,A,L.L.,-,N,,-,,,,
734,RoadVES,SCTR-11-MAY-2016-01,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,734,9,128,SCHO,4118599,,364210,,46.1,DY,N,Y,F,,-,-,L.L.,-,N,,-,,1:37,2,
1728,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,51,2331,SCHO,4118400,,366320,,46.1,DY,N,Y,F,,,,,,,,944,,,,
1754,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,77,21,SCHO,4118369,,366232,,46.2,DY,N,Y,F,,,,,,,,973,,,,
1123,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,9,2136,SCHO,4118515,,364362,,46.3,DY,N,Y,F,,,,,,,,GPS 5 - 613,,,,
430,RoadVES,SCTR-22-APR-2016-03,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,430,98,2354,SCHO,4118424,,365695,,46.4,DY,N,Y,F,,-,A,L.L.,Forest,N,,446,,,,
614,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,614,56,2301,SCHO,4118426,,364682,,46.5,G,N,Y,F,,11.8,A,L.L.,-,N,,-,,,,
1652,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,51,23,SCHO,4118434,4418434,365626,,46.5,GY,N,Y,F,,,,,,,,,,,,
1721,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,44,2321,SCHO,4118417,,366346,,46.5,DY,N,Y,F,,,,,,,,937,,,,
1787,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,14,2146,SCHO,4119981,,364464,,46.5,GY,N,Y,F,,,,,,,,1006,,,,
1664,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,63,53,SCHO,4118395,,365831,,46.6,DY,N,Y,F,,,,,,,,,,,,
487,RoadVES,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,487,22,23:45,SCHO,4118427,,365928,,46.7,GY,N,Y,F,,-,A,L.L.,-,N,,#124/5,,,,
515,RoadVES,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,515,50,0:41,SCHO,4118395,,366304,,46.7,GY,N,Y,F,,13.6,A,L.L.,-,N,,#046/8,,,,
1470,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,50,2304,SCHO,4119755,,364547,,46.7,GY,N,Y,F,,,,,,,,,,,,
1711,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,34,2303,SCHO,4118411,,366378,,46.7,DY,N,Y,F,,,,,,,,925,,,,
1285,RoadVES,SCTR-14-MAY-2017-02,14-May-17,14-May-17,,,,,,,,,,,,,,2,,75,2349,SCHO,4120090,,365098,,46.8,GY,N,Y,F,,,,,,,,,,,,
1742,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,65,2357,SCHO,4118374,,366291,,46.8,GY,N,Y,F,,,,,,,,959,,,,
1810,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,37,2253,SCHO,4118722,,364375,,46.8,GY,N,Y,F,,,,,,,,1029,,,,
780,RoadVES,SCTR-11-MAY-2016-02,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,780,55,227,SCHO,4118452,,364204,,46.9,GY,N,Y,F,,-,-,L.L.,-,N,,-,,-,1,
1654,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,53,27,SCHO,4118436,4418436,365671,,46.9,GY,N,Y,F,,,,,,,,,,,,
1687,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,10,2222,SCHO,4118469,,366455,,46.9,GY,N,Y,F,,,,,,,,901,,,,
1857,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,83,49,SCHO,4120392,,363829,,46.9,DY,N,Y,F,,,,,,,,1076,,,,
1913,RoadVES,SCTR-18-MAY-2017-04,19-May-17,18-May-17,,,,,,,,,,,,,,5,,50,1,SCHO,4120014,,364106,,46.9,GY,N,Y,F,,,,,,,,,,,,
1522,RoadVES,SCTR-16-MAY-2017-02,17-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,102,129,SCHO,4119557,,364749,,47,GY,N,Y,F,,,,,,,,,,,,
463,RoadVES,SCTR-22-APR-2016-04,23-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,463,131,50,SCHO,4118399,,365818,,47.1,DY,N,Y,F,,-,A,L.L.,Forest,N,,473,,,,
1128,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,14,2147,SCHO,4118500,,364378,,47.1,G,N,Y,F,,,,,,,,GPS 5 - 618,,,,
1244,RoadVES,SCTR-14-MAY-2017-01,14-May-17,14-May-17,2115,,,,,,20,,,,,ADS,AC,2,,34,2214,SCHO,4120308,,365780,,47.1,DY,N,Y,F,,,,,,,,,,,,
1702,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,25,2241,SCHO,4118444,,366437,,47.1,DY,N,Y,F,,,,,,,,916,,,,
1313,RoadVES,SCTR-14-MAY-2017-04,14-May-17,14-May-17,,,,,,,,,,,,,,2,,9,2144,SCHO,4120478,,365730,,47.2,DY,N,Y,F,,,,,,,,GPS 5 - 721,,,,
1992,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,52,2149,SCHO,4118991,,367373,,47.2,DY,N,Y,F,,,,,,,,,,,,
1116,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,2,2116,SCHO,4118540,,364296,,47.4,DY,N,Y,F,,,,,,,,GPS 5 - 606,,,,
1129,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,15,2152,SCHO,4118500,,364399,,47.4,GY,N,Y,F,,,,,,,,GPS 5 - 619,,,,
1823,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,50,2315,SCHO,4118807,,364471,,47.4,GY,N,Y,F,,,,,,,,1042,,,,
1398,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,8,2155,SCHO,4120403,,363848,,47.5,DY,N,Y,F,,,,,,,,,,,,
2018,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,78,2204,SCHO,4119091,,367408,,47.5,DY,N,Y,F,,,,,,,,1113,,,,
407,RoadVES,SCTR-22-APR-2016-03,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,407,75,2310,SCHO,4118464,,365629,,47.6,G,N,Y,F,,-,A,L.L.,Forest,N,,429,,,,
1223,RoadVES,SCTR-14-MAY-2017-01,14-May-17,14-May-17,2115,,,,,,20,,,,,ADS,AC,2,,13,2141,SCHO,4120481,,365695,,47.6,GY,N,Y,F,,,,,,,,,,,,
1466,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,46,2257,SCHO,4119757,,364527,,47.6,GY,N,Y,F,,,,,,,,,,,,
1991,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,51,2148,SCHO,4118927,4118027,367370,,47.6,Y,N,Y,F,,,,,,,,1103,,,,
2005,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,65,2155,SCHO,4119032,,367409,,47.7,GY,N,Y,F,,,,,,,,1108,,,,
962,RoadVES,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,-,-,-,-,4119769,364520,-,,412000,364110,-,,,10,962,17,-,SCHO,4119910,,364182,,47.8,G,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
1048,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,25,2211,SCHO,4118476,,364467,,47.8,GY,N,Y,F,,,,,,,,,,,,
2167,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,229,2351,SCHO,4119665,,367625,,47.8,DY,N,Y,F,,,,,,,,,,,,
420,RoadVES,SCTR-22-APR-2016-03,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,420,88,2332,SCHO,4118462,,365633,,47.9,G,N,Y,F,,-,A,L.L.,Forest field edge,N,,438,,,,
507,RoadVES,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,507,42,0:29,SCHO,4118377,,366252,,47.9,GY,N,Y,F,,-,A,L.L.,-,N,,#043/8,,,,
1121,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,7,2132,SCHO,4118520,,364348,,47.9,GY,N,Y,F,,,,,,,,GPS 5 - 611,,,,
1667,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,66,100,SCHO,4118402,,365868,,47.9,DY,N,Y,F,,,,,,,,,,,,
1830,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,57,2356,SCHO,4119990,,364080,,47.9,DY,N,Y,F,,,,,,,,1049,,,,
1879,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,17,2146,SCHO,4119269,,364578,,47.9,DY,N,Y,F,,,,,,,,,,,,
897,RoadVES,SCTR-01-JUL-2016-01,1-Jul-16,1-Jul-16,22:10,23:15,-,-,4118810,364446,23.7,,4119236,364565,-,"KN, ADS, LT",,8,897,18,-,SCHO,4119200,,364501,,48,DY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
1948,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,8,2117,SCHO,4119024,,367139,,48,DY,N,Y,F,,,,,,,,,,,,
1680,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,3,2136,SCHO,4119008,,366446,,48.1,DY,N,Y,F,,,,,,,,894,,,,
2015,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,75,2203,SCHO,4119074,,367399,,48.1,Y,N,Y,F,,,,,,,,1112,,,,
1017,RoadVES,SCTR-19-AUG-2016-02,19-Aug-16,19-Aug-16,,,,,,,,,,,,,,11,1017,4,,SCHO,4120533,,363824,,48.2,GY,N,Y,F,,-,OK,L.L.,-,N,,,,,,
1397,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,7,2149,SCHO,4120463,,363835,,48.2,DY,N,Y,F,,,,,,,,,,,,
1919,RoadVES,SCTR-18-MAY-2017-04,19-May-17,18-May-17,,,,,,,,,,,,,,5,,56,17,SCHO,4120124,,363971,,48.2,DY,N,Y,F,,,,,,,,,,,,
2072,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,133,2237,SCHO,4119173,,367503,,48.2,DY,N,Y,F,,,,,,,,1143,,,,
867,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,867,42,-,SCHO,4118781,,364470,,48.3,GY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
1904,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,42,2317,SCHO,4118822,,364416,,48.3,GY,N,Y,F,,,,,,,,,,,,
2202,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,264,11,SCHO,4119795,,367575,,48.3,GY,N,Y,F,,,,,,,,1208,,,,
529,RoadVES,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,529,64,1:04,SCHO,4118424,,366381,,48.4,DY,N,Y,F,,-,A,L.L.,-,N,,#142/5,,,,
1184,RoadVES,SCTR-11-MAY-2017-04,12-May-17,11-May-17,,,,,,,,,,,,HM,RH,1,,70,15,SCHO,4118433,,364850,,48.4,GY,N,Y,F,,,,,,,,GPS 5 - 672,2 HYCI,,1,
1350,RoadVES,SCTR-14-MAY-2017-04,14-May-17,14-May-17,,,,,,,,,,,,,,2,,46,2250,SCHO,4120146,,365777,,48.4,DY,N,Y,F,,,,,,,,GPS 5 - 753,,,,
1455,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,35,2229,SCHO,4119771,,364484,,48.4,DY,N,Y,F,,,,,,,,,,,,
2205,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,267,12,SCHO,4119797,,367572,,48.4,GY,N,Y,F,,,,,,,,1209,,,,
987,RoadVES,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,,,,,,,,,,,,,,11,987,6,-,SCHO,4120376,,363849,,48.5,DY,N,Y,F,,-,OK,L.L.,-,N,,-,JF finished transect 6 at 22:48,,,
1015,RoadVES,SCTR-19-AUG-2016-02,19-Aug-16,19-Aug-16,,,,,,,,,,,,,,11,1015,2,,SCHO,4120463,,363841,,48.5,DY,N,Y,F,,-,OK,L.L.,-,N,,,,,,
1751,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,74,15,SCHO,4118378,,366249,,48.5,DY,N,Y,F,,,,,,,,970,,,,
1846,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,72,33,SCHO,4120297,,363869,,48.5,DY,N,Y,F,,,,,,,,1064,,,,
907,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,-,,9,907,9,-,SCHO,4119268,,364596,,48.6,DY,N,Y,F,,-,OK,L.L.,-,N,,-,,,,
1031,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,8,2126,SCHO,4118537,,364358,,48.6,GY,N,Y,F,,,,,,,,581,,,,
1941,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,1,2111,SCHO,4119073,,367081,,48.6,DY,N,Y,F,,,,,,,,1082,,,,
1191,RoadVES,SCTR-11-MAY-2017-04,12-May-17,11-May-17,,,,,,,,,,,,HM,RH,1,,77,36,SCHO,4118422,,365199,,48.7,GY,N,Y,F,,,,,,,,GPS 5 - 679,,,,
1880,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,18,2148,SCHO,4119281,,364574,,48.7,GY,N,Y,F,,,,,,,,,,,,
717,RoadVES,SCTR-09-MAY-2016-01,10-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,717,159,117,SCHO,4118539,,364272,,48.8,DY,N,Y,F,,15.1,N,L.L.,-,N,,-,,,,
2141,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,203,2332,SCHO,4119571,,367645,,48.8,Y,N,Y,F,,,,,,,,1179,,,,
510,RoadVES,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,510,45,0:33,SCHO,4118352,,366268,,49,GY,N,Y,F,,-,A,L.L.,-,N,,#132/5,,,,
1603,RoadVES,SCTR-17-May-2017-01,17-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,2,2125,SCHO,4118862,,366418,,49,DY,N,Y,F,,,,,,,,,,,,
